# Time, Flux
3.082510751119814813e+03 1.017196680562021172e+00
3.082531184819992632e+03 1.017352258736791804e+00
3.082551618420053273e+03 1.017285582376175723e+00
3.082572051919996738e+03 1.017189433131519438e+00
3.082592485620174557e+03 1.017255143168068532e+00
3.082612919120118022e+03 1.017257075816202283e+00
3.082633352720178664e+03 1.017221563406743856e+00
3.082653786419890821e+03 1.017108020328883367e+00
3.082674219919834286e+03 1.017264806408737510e+00
3.082694653519894928e+03 1.017197405305071412e+00
3.082715087220072746e+03 1.016768599000385409e+00
3.082735520720016211e+03 1.005694766774749338e+00
3.082755954320076853e+03 1.002105839190289727e+00
3.082776388019789010e+03 1.005568419903002386e+00
3.082796821619849652e+03 1.016770773229535907e+00
3.082817255119793117e+03 1.017205377478623385e+00
3.082837688819970936e+03 1.017266739056871261e+00
3.082858122420031577e+03 1.017112368787184362e+00
3.082878555919975042e+03 1.017305875181580666e+00
3.082898989620152861e+03 1.017360230910343777e+00
3.082919423220213503e+03 1.017329308540202870e+00
3.082939856720156968e+03 1.017169623488147989e+00
3.082960290419869125e+03 1.017188708388469198e+00
3.082980724019929767e+03 1.017348393440524301e+00
3.083062458320055157e+03 1.017308049410731163e+00
3.083082892020232975e+03 1.017311431544965394e+00
3.083103325619827956e+03 1.017170831393231722e+00
3.083123759119771421e+03 1.017251277871801030e+00
3.083144192819949239e+03 1.017293312968710950e+00
3.083164626420009881e+03 1.017175421432549465e+00
3.083185060120187700e+03 1.017312881031065652e+00
3.083205493620131165e+03 1.017303217790396674e+00
3.083225927220191807e+03 1.017325926405968861e+00
3.083246360819786787e+03 1.017127346810221322e+00
3.083266794519964606e+03 1.017666072477517059e+00
3.083287228019908071e+03 1.017261424274503279e+00
3.083307661619968712e+03 1.017246204670449794e+00
3.083328095220029354e+03 1.017233400876563332e+00
3.083348528820089996e+03 1.017295487197861448e+00
3.083368962519802153e+03 1.017200062696255403e+00
3.083389396020211279e+03 1.017259250045352781e+00
3.083409829619806260e+03 1.017227361351145110e+00
3.083430263319984078e+03 1.017265047989754256e+00
3.083450696819927543e+03 1.017227119770128585e+00
3.083471130419988185e+03 1.017317229489366648e+00
3.083491564120166004e+03 1.017190882617619696e+00
3.083511997620109469e+03 1.017273503325339501e+00
3.083532431220170110e+03 1.017145223805458798e+00
3.083552864919882268e+03 1.017274711230423234e+00
3.083573298419825733e+03 1.017196438981004425e+00
3.083593732019886374e+03 1.017190882617619696e+00
3.083614165720064193e+03 1.017136526888856807e+00
3.083634599320124835e+03 1.017215765462342381e+00
3.083655032820068300e+03 1.017251761033834301e+00
3.083675466519780457e+03 1.017195714237954185e+00
3.083695900119841099e+03 1.017278818107707483e+00
3.083716333619784564e+03 1.017225670284028105e+00
3.083736767319962382e+03 1.017280267593807963e+00
3.083757200920023024e+03 1.017234125619613572e+00
3.083777634419966489e+03 1.017257075816202283e+00
3.083798068120144308e+03 1.017227361351145110e+00
3.083818501720204949e+03 1.017188949969485945e+00
3.083838935419917107e+03 1.017220597082676870e+00
3.083859368919860572e+03 1.017277851783640719e+00
3.083879802519921213e+03 1.017281475498891474e+00
3.083900236220099032e+03 1.017157786018328514e+00
3.083920669720042497e+03 1.017312881031065652e+00
3.083941103320103139e+03 1.017311914706998888e+00
3.083961537019815296e+03 1.017246204670449794e+00
3.083981970520224422e+03 1.017248862061633785e+00
3.084002404119819403e+03 1.017290413996510212e+00
3.084022837719880044e+03 1.017246446251466541e+00
3.084043271319940686e+03 1.017329308540202870e+00
3.084063704920001328e+03 1.017312639450048906e+00
3.084084138520061970e+03 1.017287031862276203e+00
3.084104572120122612e+03 1.017203203249472665e+00
3.084125005720183253e+03 1.017127829972254593e+00
3.084145439319778234e+03 1.017227119770128585e+00
3.084165872919838876e+03 1.017318920556483874e+00
3.084186306519899517e+03 1.017105846099732869e+00
3.084206740220077336e+03 1.017362646720511021e+00
3.084227173720020801e+03 1.017653510264647343e+00
3.084247607320081443e+03 1.017090384914662415e+00
3.084268041019793600e+03 1.017071783176374700e+00
3.084288474520202726e+03 1.017063086259772486e+00
3.084308908119797707e+03 1.017077581120775953e+00
3.084329341819975525e+03 1.017123723094970345e+00
3.084349775319918990e+03 1.017208518031840647e+00
3.084370208919979632e+03 1.017000033614407384e+00
3.084390642620157450e+03 1.017136768469873553e+00
3.084411076120100915e+03 1.017027815431330806e+00
3.084431509720161557e+03 5.944627563123614511e-01
3.084451943419873714e+03 1.016915721839570574e+00
3.084472377019934356e+03 1.015832955722611119e+00
3.084492810519877821e+03 1.004304709604516344e+00
3.084513244220055640e+03 1.001684521897122204e+00
3.084533677820116282e+03 1.006232767698995056e+00
3.084554111420176923e+03 1.016555041381600910e+00
3.084574545019771904e+03 1.016905333855851357e+00
3.084594978619832546e+03 1.016797588722392343e+00
3.084615412320010364e+03 1.016753862558365196e+00
3.084635845819953829e+03 1.016699023667568591e+00
3.084656279420014471e+03 1.016831651645750512e+00
